country,continent,temperature_celsius,wind_mph,wind_kph,humidity,cloud,precip_mm,precip_in,pressure_mb,pressure_in,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination
Ireland,Europe,14.25,5.841666666666668,9.424999999999999,92.16666666666667,54.166666666666664,0.0,0.0,1015.8333333333334,29.997500000000002,9.125,5.416666666666667,1.25,8.916666666666664,14.324999999999998,256.60833333333335,37.31666666666667,13.708333333333334,4.733333333333333,14.233333333333334,17.208333333333332,1.4166666666666667,1.9166666666666667,80.58333333333333
Israel,Asia,26.166666666666668,4.75,7.649999999999999,73.0,25.0,0.0,0.0,1009.0833333333334,29.8,10.0,6.0,1.5,10.841666666666669,17.441666666666666,323.2166666666667,45.458333333333336,41.20833333333333,6.116666666666667,18.558333333333334,38.93333333333333,1.5833333333333333,2.0833333333333335,80.58333333333333
Italy,Europe,20.916666666666668,4.016666666666667,6.4416666666666655,66.16666666666667,10.416666666666666,0.075,0.0033333333333333335,1014.6666666666666,29.961666666666673,9.5,5.666666666666667,1.3333333333333333,10.091666666666667,16.25,448.6833333333334,23.825,16.483333333333334,0.6333333333333334,12.866666666666665,16.258333333333333,1.25,1.6666666666666667,80.58333333333333
Jamaica,America,31.25,16.416666666666664,26.458333333333332,74.0,36.416666666666664,0.0,0.0,1010.9166666666666,29.85083333333333,10.0,6.0,5.666666666666667,4.941666666666666,7.958333333333333,998.3083333333333,26.866666666666664,18.066666666666666,7.375,8.766666666666667,13.375000000000002,1.0833333333333333,1.3333333333333333,80.58333333333333
Japan,Asia,28.416666666666668,10.55,16.966666666666665,74.58333333333333,50.0,0.35000000000000003,0.014166666666666668,1012.0833333333334,29.885833333333334,8.708333333333334,5.083333333333333,6.666666666666667,13.216666666666667,21.275,257.84999999999997,17.566666666666666,33.51666666666667,27.53333333333333,15.274999999999999,21.291666666666664,1.4166666666666667,2.1666666666666665,80.58333333333333
Jordan,Asia,24.75,3.65,5.883333333333333,45.666666666666664,4.166666666666667,0.0,0.0,1014.0,29.939999999999998,6.416666666666667,3.4166666666666665,1.5,9.85,15.866666666666662,246.03333333333333,63.099999999999994,12.366666666666669,5.708333333333333,17.65833333333333,37.94166666666666,1.6666666666666667,2.0,80.58333333333333
Kazakhstan,Asia,11.166666666666666,10.000000000000002,16.124999999999996,83.91666666666667,58.083333333333336,0.03333333333333333,0.0008333333333333334,1007.5833333333334,29.75333333333334,8.758333333333333,5.25,1.5,14.450000000000003,23.249999999999996,242.84166666666667,30.375000000000004,6.891666666666667,11.133333333333333,3.1666666666666665,4.55,1.0,1.0,80.58333333333333
Kenya,Africa,17.3,5.208333333333333,8.366666666666665,77.16666666666667,70.41666666666667,0.075,0.0025,1022.8333333333334,30.20416666666667,9.916666666666666,5.916666666666667,1.4166666666666667,6.783333333333334,10.924999999999999,704.8416666666667,35.525000000000006,6.333333333333333,3.9916666666666667,18.03333333333333,37.11666666666667,1.4166666666666667,2.0833333333333335,80.58333333333333
Kiribati,Pacific,28.90833333333333,12.941666666666665,20.833333333333332,75.5,63.5,0.22500000000000006,0.008333333333333331,1010.5,29.836666666666662,9.916666666666666,5.916666666666667,5.75,17.49166666666667,28.133333333333336,166.48333333333332,18.866666666666667,0.0,0.11666666666666665,2.0749999999999997,5.75,1.0,1.0,80.58333333333333
Kuwait,Asia,34.96666666666667,8.450000000000001,13.591666666666667,34.0,0.0,0.0,0.0,1002.3333333333334,29.599166666666665,10.0,6.0,2.25,16.258333333333336,26.174999999999997,344.5083333333334,98.58333333333333,23.600000000000005,6.291666666666667,40.99166666666667,106.77499999999999,2.6666666666666665,4.583333333333333,80.58333333333333
Kyrghyzstan,Asia,16.45,3.991666666666667,6.416666666666667,44.5,22.083333333333332,0.0,0.0,1013.25,29.917499999999993,10.0,6.0,1.9166666666666667,6.833333333333333,11.016666666666667,256.7416666666667,25.900000000000006,14.966666666666669,2.7750000000000004,7.516666666666667,10.733333333333333,1.0833333333333333,1.1666666666666667,80.58333333333333
Latvia,Europe,13.666666666666666,4.941666666666666,7.941666666666664,94.41666666666667,27.083333333333332,0.44999999999999996,0.016666666666666666,1015.5,29.988333333333333,10.0,6.0,1.3333333333333333,10.54166666666667,16.941666666666666,272.7333333333333,46.008333333333326,6.783333333333334,1.5250000000000001,7.858333333333332,9.424999999999999,1.1666666666666667,1.25,80.58333333333333
Lebanon,Asia,27.75,5.633333333333333,9.049999999999999,67.33333333333333,39.583333333333336,0.0,0.0,1010.6666666666666,29.84416666666667,8.5,4.666666666666667,1.5,8.291666666666666,13.35,242.83333333333337,95.42499999999997,2.816666666666667,7.491666666666667,17.441666666666666,30.708333333333332,1.5,2.0833333333333335,80.58333333333333
Lesotho,Africa,11.383333333333333,3.5,5.641666666666666,25.666666666666668,2.6666666666666665,0.0,0.0,1020.1666666666666,30.1275,10.0,6.0,1.3333333333333333,6.666666666666667,10.75,544.35,44.43333333333333,8.549999999999999,2.9916666666666667,35.166666666666664,45.05833333333334,2.1666666666666665,4.083333333333333,80.58333333333333
Liberia,Africa,24.775000000000002,2.3749999999999996,3.8666666666666676,94.75,72.91666666666667,2.191666666666667,0.08583333333333333,1013.5833333333334,29.928333333333338,9.083333333333334,5.333333333333333,1.4166666666666667,10.691666666666665,17.216666666666665,330.44166666666666,50.833333333333336,0.25833333333333336,0.2583333333333333,3.375,5.083333333333333,1.0,1.0,80.58333333333333
Liechtenstein,Europe,16.0,3.158333333333333,5.1000000000000005,93.91666666666667,27.083333333333332,0.05833333333333333,0.0025,1018.3333333333334,30.069999999999997,10.0,6.0,1.0833333333333333,8.658333333333333,13.941666666666668,264.9583333333333,23.08333333333334,18.98333333333333,3.216666666666667,15.899999999999999,17.849999999999998,1.5,1.9166666666666667,80.58333333333333
Lithuania,Europe,14.166666666666666,6.075,9.774999999999997,88.0,30.0,0.008333333333333333,0.0,1017.75,30.054166666666664,9.183333333333334,5.5,1.3333333333333333,10.541666666666666,16.966666666666665,234.63333333333333,39.38333333333333,4.108333333333333,1.0500000000000003,6.341666666666668,8.366666666666665,1.0833333333333333,1.0833333333333333,80.58333333333333
Luxembourg,Europe,15.916666666666666,7.458333333333335,12.016666666666666,82.33333333333333,12.5,0.15833333333333335,0.005833333333333334,1017.75,30.05333333333333,9.416666666666666,5.583333333333333,1.25,9.783333333333331,15.75,225.73333333333335,41.15833333333334,13.125,0.9833333333333333,9.200000000000001,10.191666666666666,1.1666666666666667,1.4166666666666667,80.58333333333333
Macedonia,Europe,18.916666666666668,3.1249999999999996,5.041666666666667,70.66666666666667,33.333333333333336,0.15,0.005833333333333334,1016.0833333333334,30.004166666666663,10.0,6.0,1.5833333333333333,6.608333333333334,10.658333333333333,260.0916666666667,43.23333333333334,7.266666666666667,5.416666666666668,10.566666666666666,12.758333333333333,1.25,1.5,80.58333333333333
Madagascar,Indian,16.462500000000002,6.245833333333334,10.033333333333333,79.45833333333333,32.708333333333336,0.008333333333333333,0.0004166666666666667,1021.9583333333334,30.1775,10.0,6.0,1.3333333333333333,7.675000000000001,12.358333333333334,300.47916666666674,39.2875,0.9541666666666666,0.7875,3.6875,7.695833333333333,1.0,1.0416666666666667,80.58333333333333
Malawi,Africa,18.25,5.6000000000000005,8.999999999999998,54.083333333333336,6.583333333333333,0.0,0.0,1018.5833333333334,30.078333333333337,10.0,6.0,1.4166666666666667,7.433333333333334,11.966666666666667,336.84999999999997,43.916666666666664,1.6916666666666664,0.55,8.583333333333334,12.274999999999999,1.1666666666666667,1.1666666666666667,80.58333333333333
Malaysia,Asia,25.75,2.55,4.133333333333334,89.83333333333333,25.0,0.45,0.0175,1009.6666666666666,29.8175,9.0,5.083333333333333,1.9166666666666667,3.3333333333333335,5.366666666666666,4163.433333333333,2.8083333333333336,68.21666666666665,52.724999999999994,113.74166666666667,134.68333333333334,4.0,9.416666666666666,80.58333333333333
Maldives,Indian,27.183333333333334,15.325000000000001,24.650000000000002,78.5,72.75,1.2416666666666665,0.04916666666666667,1009.8333333333334,29.81583333333333,9.333333333333334,5.5,1.9166666666666667,24.299999999999997,39.14166666666667,177.875,31.96666666666667,0.17500000000000002,0.22500000000000006,1.2499999999999998,2.5916666666666663,1.0,1.0,80.58333333333333
Mali,Africa,24.833333333333332,4.1,6.5666666666666655,93.66666666666667,27.083333333333332,0.7833333333333333,0.030833333333333334,1015.3333333333334,29.98,9.5,5.666666666666667,1.3333333333333333,8.9,14.316666666666665,748.525,3.1750000000000003,3.7416666666666667,1.4166666666666667,19.508333333333333,26.375,1.6666666666666667,2.3333333333333335,80.58333333333333
Malta,Europe,23.916666666666668,9.383333333333333,15.091666666666663,71.58333333333333,13.5,1.2583333333333335,0.049999999999999996,1013.8333333333334,29.93666666666667,10.0,6.0,1.5,19.78333333333333,31.825,219.74166666666667,90.075,1.1666666666666667,23.075,15.199999999999998,20.116666666666667,1.4166666666666667,2.0,80.58333333333333
Marshall Islands,Pacific,29.941666666666666,7.5,12.075000000000003,75.5,79.33333333333333,0.21666666666666667,0.008333333333333333,1010.75,29.843333333333334,23.5,13.75,5.75,13.833333333333334,22.24166666666667,167.5916666666667,19.008333333333333,0.0,0.05833333333333333,1.0916666666666666,3.016666666666666,1.0,1.0,80.58333333333333
Mauritania,Africa,28.08333333333333,13.366666666666665,21.46666666666667,76.41666666666667,28.833333333333332,0.325,0.013333333333333334,1012.4166666666666,29.898333333333337,9.75,5.833333333333333,1.5,19.483333333333338,31.35000000000001,347.1499999999999,43.4,1.3250000000000002,0.9583333333333335,14.774999999999999,49.30833333333334,1.4166666666666667,2.0,80.58333333333333
Mauritius,Indian,21.666666666666668,8.341666666666667,13.408333333333337,78.91666666666667,45.833333333333336,0.016666666666666666,0.0,1020.25,30.127499999999998,10.0,6.0,1.9166666666666667,14.649999999999999,23.583333333333332,234.75,63.41666666666666,1.7083333333333333,2.141666666666667,3.9583333333333326,10.216666666666667,1.0,1.0,80.58333333333333
Mexico,America,21.666666666666668,13.008333333333335,20.95,51.25,76.0,0.0,0.0,1024.5,30.2525,11.783333333333333,6.833333333333333,5.333333333333333,7.208333333333333,11.616666666666667,769.0916666666667,125.575,32.475,31.2,34.675000000000004,37.90833333333333,1.9166666666666667,3.0833333333333335,80.58333333333333
Micronesia,Pacific,29.25,5.1000000000000005,8.183333333333332,81.91666666666667,91.66666666666667,0.5916666666666667,0.023333333333333334,1010.5833333333334,29.840000000000003,23.666666666666668,13.916666666666666,5.916666666666667,10.241666666666665,16.5,173.99166666666665,10.183333333333334,0.008333333333333333,0.008333333333333333,0.5416666666666666,1.0250000000000001,1.0,1.0,80.58333333333333
Monaco,Europe,22.333333333333332,9.358333333333334,15.074999999999998,63.166666666666664,18.75,0.016666666666666666,0.0008333333333333334,1015.3333333333334,29.982499999999998,10.0,6.0,1.4166666666666667,9.616666666666667,15.483333333333333,237.4,46.43333333333334,7.841666666666668,0.9333333333333332,10.424999999999999,12.566666666666668,1.25,1.5,80.58333333333333
Mongolia,Asia,12.083333333333334,5.158333333333332,8.350000000000001,75.33333333333333,22.916666666666668,0.016666666666666666,0.0008333333333333334,1015.75,29.99333333333333,10.0,6.0,5.166666666666667,10.225,16.433333333333334,223.5,72.50833333333334,7.566666666666666,39.28333333333334,10.450000000000001,27.25833333333333,1.1666666666666667,1.5,80.58333333333333
Montenegro,Europe,22.833333333333332,8.924999999999999,14.383333333333333,63.0,18.75,0.48333333333333334,0.01833333333333333,1014.1666666666666,29.94666666666667,10.0,6.0,1.3333333333333333,13.808333333333335,22.258333333333336,208.34166666666667,51.541666666666664,2.3083333333333336,1.4083333333333332,6.574999999999999,7.216666666666668,1.0,1.0833333333333333,80.58333333333333
Morocco,Africa,19.916666666666668,3.6333333333333346,5.883333333333333,91.91666666666667,33.333333333333336,0.03333333333333333,0.0016666666666666668,1014.0833333333334,29.94333333333334,5.0,3.0,1.4166666666666667,7.4750000000000005,12.041666666666664,213.35000000000002,88.39166666666667,0.6916666666666665,1.383333333333333,5.4750000000000005,15.783333333333337,1.0,1.0,80.58333333333333
Mozambique,Africa,19.533333333333335,6.933333333333334,11.149999999999999,82.75,37.5,0.016666666666666666,0.0,1020.1666666666666,30.12333333333333,10.0,6.0,1.3333333333333333,9.825,15.816666666666668,455.2250000000001,36.199999999999996,2.6,0.9333333333333335,13.66666666666667,29.374999999999996,1.3333333333333333,1.6666666666666667,80.58333333333333
Myanmar,Asia,25.79166666666666,4.8500000000000005,7.800000000000002,90.5,69.5,0.7666666666666667,0.02916666666666667,1005.75,29.693333333333328,8.416666666666666,5.0,4.583333333333333,7.574999999999999,12.183333333333335,251.33333333333334,32.275,1.05,0.20000000000000007,7.691666666666667,8.816666666666666,1.1666666666666667,1.3333333333333333,80.58333333333333
Namibia,Africa,17.25,5.199999999999999,8.333333333333332,29.0,0.0,0.0,0.0,1025.4166666666667,30.282500000000002,10.0,6.0,1.5,11.025,17.758333333333336,352.4166666666667,61.15833333333333,1.7999999999999998,3.216666666666667,26.958333333333332,44.833333333333336,1.75,2.6666666666666665,80.58333333333333
Nepal,Asia,22.0,3.033333333333333,4.916666666666667,88.16666666666667,68.75,0.13333333333333333,0.005,1013.0833333333334,29.913333333333338,7.25,3.9166666666666665,3.5,3.5999999999999996,5.800000000000001,1555.4583333333333,19.383333333333336,15.933333333333332,5.033333333333335,86.89166666666667,109.01666666666667,3.5833333333333335,7.333333333333333,80.58333333333333
Netherlands,Europe,16.916666666666668,6.166666666666665,9.9,87.08333333333333,10.416666666666666,0.03333333333333333,0.0016666666666666668,1016.4166666666666,30.014166666666664,9.083333333333334,5.416666666666667,1.3333333333333333,10.641666666666666,17.133333333333336,257.575,39.300000000000004,19.783333333333335,1.9166666666666667,11.433333333333332,13.725000000000001,1.25,1.4166666666666667,80.58333333333333
New Zealand,Pacific,13.916666666666666,12.833333333333336,20.691666666666663,70.66666666666667,33.333333333333336,0.03333333333333333,0.0008333333333333334,1025.25,30.27583333333334,10.0,6.0,3.5,16.641666666666666,26.791666666666668,215.16666666666666,57.00833333333333,1.2916666666666667,0.8416666666666668,1.6833333333333336,3.75,1.0,1.0,80.58333333333333
Nicaragua,America,30.675,7.708333333333333,12.424999999999999,68.75,45.833333333333336,0.06666666666666667,0.0016666666666666668,1008.25,29.769166666666667,9.916666666666666,5.916666666666667,5.75,15.699999999999998,25.25,362.7250000000001,41.19166666666666,5.375,6.941666666666667,6.791666666666668,8.808333333333335,1.0833333333333333,1.1666666666666667,80.58333333333333
Niger,Africa,28.5,6.108333333333333,9.816666666666666,72.5,2.0833333333333335,0.025000000000000005,0.0008333333333333334,1013.0833333333334,29.91250000000001,9.583333333333334,5.583333333333333,1.5833333333333333,15.15,24.383333333333336,601.1,15.35,2.758333333333334,0.6916666666666665,14.233333333333333,19.891666666666666,1.4166666666666667,1.9166666666666667,80.58333333333333
Nigeria,Africa,24.333333333333332,4.341666666666668,7.0,91.58333333333333,33.333333333333336,1.175,0.04666666666666666,1015.4166666666666,29.9825,10.0,6.0,1.4166666666666667,3.8666666666666667,6.2250000000000005,659.7750000000001,15.291666666666666,1.8083333333333333,0.16666666666666666,13.008333333333335,18.0,1.25,1.5833333333333333,80.58333333333333
North Korea,Asia,21.433333333333337,3.4416666666666664,5.558333333333334,82.33333333333333,29.166666666666668,0.06666666666666667,0.0016666666666666668,1012.3333333333334,29.895833333333332,10.0,6.0,5.5,4.708333333333333,7.591666666666668,547.6999999999999,19.975,15.391666666666666,24.825,42.724999999999994,51.94166666666666,2.4166666666666665,4.666666666666667,80.58333333333333
Norway,Europe,13.166666666666666,19.25833333333333,31.000000000000004,89.41666666666667,60.416666666666664,0.0,0.0,1014.4166666666666,29.954999999999995,6.833333333333333,4.083333333333333,1.25,5.658333333333334,9.125000000000002,216.275,26.59166666666667,11.816666666666668,5.791666666666667,6.191666666666667,7.266666666666666,1.0833333333333333,1.25,80.58333333333333
Oman,Asia,30.0,4.716666666666666,7.574999999999998,83.0,6.25,0.0,0.0,1002.6666666666666,29.610000000000003,9.25,5.333333333333333,2.0833333333333335,7.2749999999999995,11.699999999999998,254.64166666666668,41.5,25.400000000000002,8.633333333333333,32.21666666666667,110.66666666666667,2.0833333333333335,3.3333333333333335,80.58333333333333
Pakistan,Asia,26.59166666666667,5.5249999999999995,8.891666666666666,55.25,15.166666666666666,0.0,0.0,1004.9166666666666,29.669999999999998,10.0,6.0,2.0833333333333335,10.216666666666667,16.441666666666666,984.1083333333332,71.71666666666665,17.75,4.433333333333334,70.93333333333332,96.20833333333333,3.75,9.0,80.58333333333333
Palau,Pacific,28.25,7.900000000000001,12.699999999999998,83.0,81.25,0.1416666666666667,0.005833333333333334,1010.25,29.825833333333325,20.5,12.416666666666666,1.0,13.383333333333333,21.5,206.96666666666667,19.89166666666667,0.13333333333333333,0.13333333333333336,1.3583333333333334,2.5833333333333335,1.0,1.0,80.58333333333333
Panama,America,28.75,7.933333333333333,12.75,82.5,50.0,0.7583333333333334,0.030833333333333327,1008.1666666666666,29.77416666666667,9.833333333333334,5.833333333333333,5.166666666666667,8.183333333333332,13.183333333333332,901.2333333333332,13.483333333333333,18.21666666666667,13.033333333333333,6.883333333333333,8.433333333333332,1.0833333333333333,1.1666666666666667,80.58333333333333
Papua New Guinea,Pacific,26.775000000000002,10.508333333333335,16.924999999999997,72.66666666666667,39.25,0.0,0.0,1013.0833333333334,29.914166666666663,10.0,6.0,6.416666666666667,10.591666666666669,17.066666666666666,233.65833333333333,48.81666666666666,8.066666666666666,9.441666666666666,6.425,10.558333333333332,1.0833333333333333,1.25,80.58333333333333
Paraguay,America,28.891666666666666,6.691666666666666,10.783333333333333,43.75,34.75,0.024999999999999998,0.0008333333333333334,1007.8333333333334,29.759166666666662,9.916666666666666,5.916666666666667,1.0,11.825000000000001,19.008333333333333,426.70000000000005,22.34166666666667,0.39166666666666666,0.08333333333333333,5.616666666666667,5.758333333333334,1.0,1.0833333333333333,80.58333333333333
Peru,America,18.35,8.983333333333333,14.466666666666667,79.0,38.5,0.0,0.0,1012.5833333333334,29.900833333333335,10.0,6.0,4.166666666666667,11.241666666666667,18.075000000000003,303.4666666666667,48.099999999999994,13.883333333333333,6.741666666666666,9.35,23.458333333333332,1.0,1.25,80.58333333333333
Philippines,Asia,27.25,7.325,11.83333333333333,91.83333333333333,79.16666666666667,2.933333333333334,0.115,1006.75,29.7325,8.083333333333334,4.583333333333333,6.166666666666667,19.058333333333334,30.666666666666668,601.3666666666667,28.666666666666668,13.391666666666667,4.791666666666667,17.316666666666666,26.133333333333336,1.5,2.5833333333333335,80.58333333333333
Poland,Europe,15.166666666666666,4.05,6.499999999999999,89.25,18.75,0.0,0.0,1017.9166666666666,30.06,9.916666666666666,5.916666666666667,1.5,6.416666666666667,10.308333333333334,341.875,33.18333333333333,15.141666666666666,11.933333333333332,18.566666666666666,22.900000000000002,1.4166666666666667,2.25,80.58333333333333
Portugal,Europe,19.583333333333332,8.341666666666667,13.458333333333334,84.08333333333333,33.333333333333336,0.26666666666666666,0.01,1014.5,29.956666666666667,10.0,6.0,1.4166666666666667,13.633333333333333,21.941666666666666,225.4583333333333,66.40833333333335,4.833333333333333,1.8916666666666666,4.691666666666666,9.483333333333333,1.0,1.0,80.58333333333333
Qatar,Asia,34.083333333333336,5.258333333333334,8.449999999999998,66.25,2.0833333333333335,0.0,0.0,1001.75,29.5825,9.016666666666667,5.25,2.25,13.366666666666667,21.516666666666666,401.39166666666665,70.90833333333333,73.09166666666665,49.19166666666666,65.50833333333333,120.5,3.0833333333333335,6.416666666666667,80.58333333333333
Romania,Europe,20.416666666666668,4.533333333333334,7.283333333333332,63.833333333333336,6.25,0.05833333333333333,0.0025,1016.0,30.002499999999998,10.0,6.0,1.6666666666666667,11.083333333333334,17.833333333333332,258.1333333333333,46.74166666666667,7.008333333333334,1.1666666666666667,8.55,10.225,1.0833333333333333,1.25,80.58333333333333
Russia,Asia,15.158333333333333,4.95,7.950000000000002,61.333333333333336,42.0,0.008333333333333333,0.0,1011.75,29.873333333333335,10.0,6.0,3.25,7.708333333333333,12.433333333333335,157.725,20.908333333333335,1.7833333333333339,1.0999999999999999,1.633333333333333,3.258333333333333,1.0,1.0,80.58333333333333
Russia,Europe,12.833333333333334,6.266666666666667,10.074999999999998,83.91666666666667,20.833333333333332,0.0,0.0,1017.8333333333334,30.054999999999996,9.916666666666666,5.916666666666667,1.1666666666666667,9.225,14.85,292.075,14.200000000000001,21.541666666666668,12.125000000000002,8.6,10.991666666666665,1.1666666666666667,1.4166666666666667,80.58333333333333
Rwanda,Africa,20.166666666666668,6.474999999999999,10.399999999999999,70.25,50.0,0.09999999999999999,0.004166666666666667,1020.5833333333334,30.1375,9.833333333333334,5.833333333333333,1.5,4.841666666666667,7.816666666666666,626.6833333333333,18.683333333333334,5.650000000000001,0.6833333333333335,24.750000000000004,37.800000000000004,1.8333333333333333,2.6666666666666665,80.58333333333333
Saint Kitts and Nevis,America,28.833333333333332,10.075000000000001,16.216666666666665,80.83333333333333,22.916666666666668,0.041666666666666664,0.0008333333333333334,1014.0,29.94,10.0,6.0,1.0,21.099999999999998,33.96666666666667,215.99166666666667,38.041666666666664,0.9083333333333333,0.47500000000000003,2.85,8.1,1.0,1.0,80.58333333333333
Saint Lucia,America,28.083333333333332,7.033333333333332,11.316666666666665,82.08333333333333,37.5,0.19999999999999998,0.008333333333333333,1013.1666666666666,29.915000000000006,10.0,6.0,1.0,15.799999999999997,25.399999999999995,201.38333333333333,32.03333333333334,0.375,0.2916666666666667,3.466666666666667,7.483333333333334,1.0,1.0,80.58333333333333
Saint Vincent and the Grenadines,America,28.916666666666668,15.299999999999999,24.64166666666667,75.0,55.416666666666664,0.35833333333333334,0.014166666666666666,1012.5833333333334,29.90333333333334,9.833333333333334,5.833333333333333,1.0,21.633333333333336,34.84166666666666,213.35,34.108333333333334,0.44999999999999996,0.55,3.349999999999999,8.791666666666666,1.0,1.0,80.58333333333333
Samoa,Pacific,30.0,7.841666666666668,12.641666666666666,73.58333333333333,68.75,0.10833333333333334,0.0025,1013.1666666666666,29.915000000000006,10.0,6.0,6.0,25.191666666666666,40.575,189.00833333333333,55.25833333333333,0.15833333333333333,0.29999999999999993,2.9249999999999994,10.325000000000001,1.0,1.0,80.58333333333333
San Marino,Europe,19.75,5.175,8.325000000000001,73.66666666666667,8.333333333333334,0.016666666666666666,0.0,1015.5,29.987499999999997,10.0,6.0,1.4166666666666667,12.433333333333332,20.01666666666667,242.84166666666667,90.00833333333333,2.6,1.1333333333333335,6.816666666666666,8.933333333333332,1.0833333333333333,1.1666666666666667,80.58333333333333
Saudi Arabia,Asia,31.416666666666668,4.091666666666667,6.574999999999999,15.5,0.0,0.0,0.0,1008.4166666666666,29.78166666666667,10.0,6.0,1.75,10.674999999999999,17.191666666666666,238.09999999999994,101.38333333333334,17.224999999999998,33.38333333333333,46.541666666666664,170.01666666666668,2.6666666666666665,5.166666666666667,80.58333333333333
Senegal,Africa,27.349999999999998,10.191666666666666,16.375,87.33333333333333,45.916666666666664,1.2,0.04666666666666667,1012.25,29.890833333333333,9.25,5.416666666666667,1.4166666666666667,21.016666666666666,33.8,314.18333333333334,38.03333333333333,1.3083333333333333,1.3666666666666665,4.208333333333333,10.441666666666665,1.0,1.0,80.58333333333333
Serbia,Europe,18.166666666666668,5.741666666666667,9.25,80.83333333333333,8.333333333333334,0.041666666666666664,0.0016666666666666668,1016.75,30.024999999999995,10.0,6.0,1.3333333333333333,7.591666666666668,12.233333333333334,246.7166666666667,31.983333333333334,9.691666666666665,0.8916666666666666,11.341666666666667,14.1,1.1666666666666667,1.5,80.58333333333333
Seychelles Islands,Indian,26.541666666666668,14.0,22.54166666666666,82.16666666666667,51.166666666666664,0.3,0.011666666666666667,1010.5,29.84083333333334,10.0,6.0,1.8333333333333333,27.04166666666666,43.53333333333333,206.26666666666665,51.24166666666667,0.20833333333333334,0.5666666666666667,4.3,12.158333333333333,1.0,1.0,80.58333333333333
Sierra Leone,Africa,25.416666666666668,7.974999999999999,12.808333333333332,88.66666666666667,72.5,2.1,0.08333333333333336,1013.6666666666666,29.93083333333333,9.083333333333334,5.333333333333333,1.4166666666666667,11.641666666666666,18.71666666666667,303.2,26.49166666666667,0.7666666666666667,0.25833333333333336,3.291666666666666,4.866666666666667,1.0,1.0,80.58333333333333
Singapore,Asia,27.833333333333332,4.841666666666666,7.758333333333333,79.5,72.91666666666667,0.25833333333333336,0.010833333333333332,1009.5,29.813333333333336,9.5,5.583333333333333,3.1666666666666665,13.549999999999999,21.816666666666666,783.2916666666666,12.625,41.033333333333324,28.525000000000002,16.758333333333336,23.441666666666666,1.5,1.8333333333333333,80.58333333333333
Slovakia,Europe,16.166666666666668,4.6,7.374999999999999,83.0,10.416666666666666,0.05833333333333333,0.0016666666666666668,1018.0,30.062499999999996,10.0,6.0,1.25,10.575000000000001,17.049999999999997,245.06666666666663,37.991666666666674,10.908333333333333,1.5999999999999999,7.533333333333332,8.858333333333333,1.0,1.1666666666666667,80.58333333333333
Slovenia,Europe,14.166666666666666,3.9166666666666665,6.316666666666666,94.5,37.5,0.5666666666666667,0.022500000000000003,1018.75,30.084166666666665,9.5,5.666666666666667,1.25,2.8249999999999993,4.525,254.38333333333333,17.441666666666663,9.875,0.7333333333333334,11.866666666666665,16.78333333333333,1.25,1.5,80.58333333333333
Solomon Islands,Pacific,28.516666666666666,6.3999999999999995,10.291666666666666,77.08333333333333,45.833333333333336,0.3416666666666666,0.013333333333333334,1011.6666666666666,29.874166666666667,9.75,5.75,6.083333333333333,9.95,16.01666666666667,188.45000000000002,32.19166666666667,1.1,0.775,1.3916666666666666,1.8,1.0,1.0,80.58333333333333
Somalia,Africa,24.850000000000005,16.808333333333334,27.066666666666674,85.58333333333333,49.083333333333336,0.03333333333333333,0.0016666666666666668,1012.4166666666666,29.895833333333332,10.0,6.0,1.8333333333333333,24.208333333333332,38.975,203.75833333333333,47.275,0.09166666666666666,0.26666666666666666,7.2749999999999995,19.05,1.0,1.0,80.58333333333333
South Africa,Africa,15.0,5.566666666666666,8.975,38.416666666666664,0.0,0.0,0.0,1026.0,30.299166666666665,10.0,6.0,1.3333333333333333,7.991666666666666,12.858333333333333,825.2916666666666,53.63333333333333,18.758333333333333,29.74166666666667,50.50833333333333,68.04166666666667,2.6666666666666665,5.083333333333333,80.58333333333333
South Korea,Asia,23.333333333333332,3.733333333333333,5.974999999999999,89.66666666666667,45.833333333333336,0.10833333333333334,0.004166666666666667,1012.0,29.883333333333336,9.5,5.583333333333333,5.083333333333333,4.383333333333333,7.05,1064.2333333333333,8.433333333333334,36.34166666666666,28.508333333333336,47.09166666666666,53.35,2.5833333333333335,5.666666666666667,80.58333333333333
Spain,Europe,20.583333333333332,3.3499999999999996,5.383333333333334,62.333333333333336,22.916666666666668,0.29166666666666663,0.011666666666666665,1016.9166666666666,30.027499999999993,9.583333333333334,5.583333333333333,1.4166666666666667,11.299999999999999,18.183333333333337,380.6583333333333,36.05833333333333,24.091666666666665,0.34166666666666673,6.066666666666666,8.433333333333334,1.0833333333333333,1.1666666666666667,80.58333333333333
Sri Lanka,Asia,26.0,8.891666666666666,14.291666666666664,90.0,52.083333333333336,0.7583333333333333,0.03,1008.8333333333334,29.79416666666667,9.5,5.5,1.8333333333333333,18.65,30.03333333333333,202.36666666666665,28.783333333333335,3.1749999999999994,2.0500000000000003,2.2166666666666672,5.208333333333333,1.0,1.0,80.58333333333333
