country,continent,wind_direction,wind_mph,wind_kph,humidity,cloud,precip_mm,precip_in,pressure_mb,pressure_in,visibility_km,visibility_miles,uv_index,gust_mph,gust_kph
Burkina Faso,Africa,NNE,2.2,3.6,68.0,44.0,0.0,0.0,1011.0,29.87,10.0,6.0,1.0,2.7,4.3
Burkina Faso,Africa,S,4.933333333333334,7.900000000000001,89.66666666666667,15.0,0.03333333333333333,0.0,1013.0,29.913333333333338,10.0,6.0,1.0,13.566666666666668,21.833333333333332
Burkina Faso,Africa,SSE,5.1000000000000005,8.133333333333335,85.33333333333333,18.333333333333332,0.9666666666666667,0.03666666666666667,1013.6666666666666,29.929999999999996,9.333333333333334,5.333333333333333,1.0,16.46666666666667,26.53333333333333
Burkina Faso,Africa,SSW,8.0,12.800000000000002,78.66666666666667,62.666666666666664,0.4000000000000001,0.013333333333333334,1013.6666666666666,29.929999999999996,9.666666666666666,5.666666666666667,3.0,14.1,22.666666666666668
Burkina Faso,Africa,SW,6.0,9.7,78.0,85.0,0.1,0.0,1013.0,29.91,10.0,6.0,1.0,10.7,17.3
Burkina Faso,Africa,WSW,11.0,17.6,81.0,10.0,0.0,0.0,1012.0,29.89,10.0,6.0,1.0,17.0,27.4
Burundi,Africa,ENE,2.9666666666666663,4.8,62.666666666666664,36.333333333333336,0.03333333333333333,0.0,1013.0,29.913333333333338,10.0,6.0,1.0,3.8000000000000003,6.133333333333333
Burundi,Africa,ESE,2.2,3.6,55.0,6.0,0.0,0.0,1014.0,29.95,10.0,6.0,1.0,1.6,2.5
Burundi,Africa,N,4.5,7.2,82.0,79.0,0.6,0.02,1014.0,29.95,9.0,5.0,1.0,6.0,9.7
Burundi,Africa,NE,4.3,6.8,80.0,78.0,0.3,0.01,1015.0,29.97,9.0,5.0,1.0,6.0,9.7
Burundi,Africa,NNE,2.966666666666667,4.8,67.0,34.333333333333336,0.09999999999999999,0.0033333333333333335,1012.6666666666666,29.900000000000002,9.666666666666666,5.666666666666667,1.0,4.966666666666667,8.066666666666668
Burundi,Africa,SE,2.2,3.6,61.5,8.5,0.0,0.0,1013.0,29.915,10.0,6.0,1.0,1.8,2.85
Burundi,Africa,SSW,10.5,16.9,34.0,25.0,0.0,0.0,1018.0,30.06,10.0,6.0,7.0,5.4,8.6
Cambodia,Asia,N,2.2,3.6,89.0,75.0,0.0,0.0,1007.0,29.74,9.0,5.0,7.0,6.0,9.7
Cambodia,Asia,NW,6.9,11.2,75.0,75.0,0.0,0.0,1003.0,29.62,8.0,4.0,8.0,17.4,28.1
Cambodia,Asia,S,3.6,5.775,95.5,62.5,0.05,0.0,1004.25,29.6575,9.5,5.5,6.5,7.65,12.35
Cambodia,Asia,SE,3.8,6.1,100.0,75.0,0.5,0.02,1006.0,29.71,9.0,5.0,1.0,8.7,14.0
Cambodia,Asia,SSW,3.25,5.2,94.0,50.0,0.15000000000000002,0.005,1007.0,29.74,9.5,5.5,6.0,4.45,7.199999999999999
Cambodia,Asia,W,8.1,13.0,67.0,25.0,0.0,0.0,1007.0,29.74,10.0,6.0,8.0,16.1,25.9
Cambodia,Asia,WSW,5.800000000000001,9.35,84.0,62.5,0.05,0.0,1005.0,29.68,10.0,6.0,6.5,10.6,17.1
Cameroon,Africa,SW,2.2,3.6,97.0,100.0,0.1,0.0,1016.0,30.01,0.0,0.0,1.0,4.3,6.8
Cameroon,Africa,W,2.98,4.76,96.6,63.8,3.22,0.12600000000000003,1015.8,30.0,4.8,2.6,1.0,5.1,8.22
Cameroon,Africa,WNW,2.9,4.7,97.0,59.0,0.0,0.0,1015.0,29.98,2.0,1.0,1.0,5.1,8.3
Cameroon,Africa,WSW,2.98,4.82,93.4,70.2,0.5599999999999999,0.019999999999999997,1015.2,29.98,8.2,4.8,1.8,4.74,7.62
Canada,America,NNW,11.5,18.55,65.0,50.0,0.0,0.0,1014.5,29.945,24.0,14.0,5.5,11.899999999999999,19.1
Canada,America,S,6.1,9.8,73.4,50.0,0.0,0.0,1011.6,29.874000000000002,24.0,14.0,6.0,10.780000000000001,17.38
Canada,America,SSW,8.066666666666668,12.933333333333332,77.33333333333333,41.666666666666664,0.0,0.0,1010.6666666666666,29.843333333333334,24.0,14.0,4.333333333333333,13.133333333333333,21.133333333333333
Canada,America,WNW,10.5,16.9,73.0,75.0,0.0,0.0,1015.0,29.96,24.0,14.0,4.0,12.8,20.5
Canada,America,WSW,4.3,6.8,70.0,25.0,0.0,0.0,1011.0,29.86,24.0,14.0,7.0,1.8,2.9
Cape Verde,Atlantic,ESE,9.4,15.1,84.0,75.0,0.3,0.01,1015.0,29.97,10.0,6.0,1.0,3.8,6.1
Cape Verde,Atlantic,N,10.233333333333334,16.46666666666667,82.33333333333333,41.666666666666664,0.19999999999999998,0.006666666666666667,1011.6666666666666,29.87333333333333,10.0,6.0,1.0,15.033333333333333,24.233333333333334
Cape Verde,Atlantic,NE,4.3,6.8,84.0,25.0,0.0,0.0,1014.0,29.94,10.0,6.0,1.0,10.7,17.3
Cape Verde,Atlantic,NNE,10.833333333333334,17.400000000000002,84.0,33.333333333333336,0.03333333333333333,0.0,1011.6666666666666,29.873333333333335,7.333333333333333,4.0,3.0,13.0,20.866666666666664
Cape Verde,Atlantic,NW,2.5,4.0,84.0,25.0,0.8,0.03,1015.0,29.97,10.0,6.0,1.0,3.4,5.4
Cape Verde,Atlantic,S,9.4,15.1,84.0,25.0,0.1,0.0,1012.0,29.88,10.0,6.0,1.0,22.6,36.4
Cape Verde,Atlantic,SW,13.6,22.0,89.0,50.0,0.5,0.02,1013.0,29.91,10.0,6.0,1.0,29.5,47.5
Cape Verde,Atlantic,W,9.4,15.1,89.0,75.0,0.0,0.0,1009.0,29.8,10.0,6.0,1.0,15.9,25.6
Central African Republic,Africa,N,2.2,3.6,91.5,25.0,0.325,0.0125,1014.0,29.939999999999998,7.5,4.25,1.0,4.0,6.375000000000001
Central African Republic,Africa,NNW,2.5,4.0,97.0,70.0,0.6,0.02,1012.0,29.88,2.0,1.0,1.0,5.1,8.3
Central African Republic,Africa,NW,3.9666666666666663,6.333333333333333,94.0,41.666666666666664,0.9333333333333332,0.04,1013.0,29.91,8.666666666666666,4.666666666666667,1.0,4.1000000000000005,6.599999999999999
Central African Republic,Africa,SSW,2.2,3.6,80.0,39.0,0.0,0.0,1014.0,29.94,10.0,6.0,7.0,2.5,4.0
Central African Republic,Africa,SW,2.2,3.6,89.0,0.0,0.3,0.01,1013.0,29.91,10.0,6.0,1.0,5.1,8.3
Central African Republic,Africa,WNW,2.2,3.6,94.0,50.0,0.0,0.0,1014.0,29.94,8.0,4.0,1.0,4.0,6.5
Central African Republic,Africa,WSW,2.2,3.6,97.0,83.0,1.1,0.04,1011.0,29.85,9.0,5.0,1.0,4.0,6.5
Chad,Africa,S,5.875,9.45,76.25,5.5,0.0,0.0,1010.75,29.845000000000002,7.75,4.25,1.0,13.875,22.3
Chad,Africa,SSE,6.35,10.25,89.0,25.0,0.0,0.0,1010.0,29.825000000000003,8.5,5.0,1.0,12.2,19.65
Chad,Africa,SSW,4.833333333333333,7.8,87.33333333333333,8.333333333333334,0.03333333333333333,0.0,1011.6666666666666,29.87,8.333333333333334,4.666666666666667,1.0,11.0,17.766666666666666
Chad,Africa,SW,7.266666666666667,11.633333333333333,83.33333333333333,16.666666666666668,0.0,0.0,1011.6666666666666,29.87,7.666666666666667,4.0,3.0,11.933333333333332,19.2
Chile,America,NE,3.8,6.1,87.0,0.0,0.0,0.0,1021.0,30.15,10.0,6.0,1.0,8.5,13.7
Chile,America,NW,3.8,6.1,88.0,75.0,0.0,0.0,1016.0,30.0,5.0,3.0,1.0,2.5,4.0
Chile,America,S,8.825000000000001,14.225,72.25,68.75,0.0,0.0,1018.75,30.082500000000003,9.0,5.25,1.0,2.8,4.5
Chile,America,SSW,6.9,11.2,82.0,75.0,0.0,0.0,1018.0,30.06,10.0,6.0,1.0,3.6,5.8
Chile,America,SW,7.125,11.425,71.0,56.25,0.125,0.005,1017.5,30.045,10.0,6.0,1.5,3.575,5.75
Chile,America,WSW,2.2,3.6,55.0,75.0,0.0,0.0,1013.0,29.91,10.0,6.0,1.0,9.8,15.8
China,Asia,E,2.35,3.8,97.0,0.0,0.0,0.0,1014.0,29.939999999999998,2.8,1.0,5.5,3.8,6.15
China,Asia,ESE,2.2,3.6,43.0,0.0,0.0,0.0,1013.0,29.91,10.0,6.0,7.0,0.9,1.4
China,Asia,N,3.7750000000000004,6.0,98.5,25.0,0.75,0.03,1011.25,29.862499999999997,6.7,3.5,4.75,4.8,7.75
China,Asia,NE,2.9,4.666666666666667,77.0,0.0,0.0,0.0,1013.0,29.91333333333333,7.6000000000000005,4.333333333333333,6.333333333333333,5.8999999999999995,9.5
China,Asia,NNW,4.3,6.8,88.0,0.0,0.0,0.0,1015.0,29.97,10.0,6.0,6.0,4.9,7.9
China,Asia,SSE,2.2,3.6,100.0,0.0,0.0,0.0,1015.0,29.97,2.8,1.0,6.0,1.8,2.9
Comoros,Indian,E,3.6,5.733333333333333,80.33333333333333,17.0,0.0,0.0,1014.3333333333334,29.95,10.0,6.0,1.0,4.699999999999999,7.566666666666667
Comoros,Indian,N,3.35,5.4,74.0,2.0,0.0,0.0,1015.5,29.990000000000002,10.0,6.0,1.0,6.6,10.65
Comoros,Indian,NNE,2.2,3.6,77.0,18.0,0.0,0.0,1017.0,30.03,10.0,6.0,1.0,2.0,3.2
Comoros,Indian,NNW,4.15,6.699999999999999,80.0,5.5,0.0,0.0,1016.0,30.0,10.0,6.0,1.0,7.5,12.05
Comoros,Indian,SE,8.9,14.266666666666666,77.0,34.333333333333336,0.06666666666666667,0.0033333333333333335,1017.6666666666666,30.05,10.0,6.0,1.0,12.133333333333333,19.566666666666666
Comoros,Indian,SSW,15.0,24.1,83.0,75.0,3.0,0.12,1019.0,30.09,10.0,6.0,5.0,31.8,51.1
Congo,Africa,SW,5.6,9.0,51.0,62.0,0.0,0.0,1015.0,29.96,10.0,6.0,8.0,6.5,10.4
Congo,Africa,W,6.271428571428571,10.057142857142855,68.28571428571429,24.142857142857142,0.18571428571428572,0.0071428571428571435,1014.1428571428571,29.95,8.857142857142858,4.857142857142857,1.0,10.714285714285714,17.22857142857143
Congo,Africa,WNW,5.6,9.0,70.0,75.0,1.3,0.05,1015.0,29.97,8.0,4.0,1.0,7.8,12.6
Congo,Africa,WSW,5.533333333333334,8.866666666666667,62.333333333333336,9.333333333333334,0.0,0.0,1012.0,29.88,9.333333333333334,5.333333333333333,1.0,10.299999999999999,16.566666666666666
Costa Rica,America,E,13.6,22.0,61.0,100.0,1.2,0.05,1015.0,29.96,10.0,6.0,5.0,4.3,6.8
Costa Rica,America,ENE,13.05,21.1,65.0,75.0,1.45,0.060000000000000005,1015.5,29.985,10.0,6.0,4.5,5.15,8.3
Costa Rica,America,ESE,8.266666666666667,13.333333333333334,79.66666666666667,91.66666666666667,1.7666666666666666,0.06999999999999999,1015.3333333333334,29.99,10.0,6.0,4.666666666666667,3.6,5.766666666666667
Costa Rica,America,NW,4.566666666666666,7.3,86.66666666666667,41.666666666666664,0.43333333333333335,0.016666666666666666,1015.6666666666666,29.99666666666667,10.0,6.0,3.6666666666666665,4.4,7.1000000000000005
Costa Rica,America,SW,4.3,6.8,94.0,75.0,0.0,0.0,1015.0,29.98,0.5,0.0,1.0,4.5,7.2
Costa Rica,America,W,5.6,9.0,83.0,75.0,0.3,0.01,1015.0,29.96,10.0,6.0,5.0,1.8,2.9
Costa Rica,America,WSW,2.2,3.6,88.0,100.0,0.7,0.03,1017.0,30.04,10.0,6.0,5.0,3.8,6.1
Croatia,Europe,N,2.2,3.6,78.0,0.0,0.0,0.0,1024.0,30.24,10.0,6.0,1.0,7.2,11.5
Croatia,Europe,NE,6.0,9.6,81.33333333333333,50.0,0.0,0.0,1013.0,29.916666666666668,10.0,6.0,1.0,7.233333333333333,11.633333333333333
Croatia,Europe,S,2.2,3.6,69.0,25.0,0.0,0.0,1002.0,29.59,10.0,6.0,6.0,5.6,9.0
Croatia,Europe,SW,3.8,6.1,94.0,0.0,0.0,0.0,1023.0,30.21,10.0,6.0,1.0,7.6,12.2
Croatia,Europe,W,2.5,4.0,88.0,0.0,0.0,0.0,1020.0,30.12,10.0,6.0,1.0,6.5,10.4
Croatia,Europe,WSW,2.9,4.68,90.4,0.0,0.0,0.0,1020.2,30.125999999999998,10.0,6.0,1.0,5.260000000000001,8.48
Cuba,America,E,9.4,15.1,71.0,25.0,0.0,0.0,1015.0,29.97,9.0,5.0,7.0,21.3,34.2
Cuba,America,ENE,9.233333333333333,14.866666666666667,63.0,33.333333333333336,0.0,0.0,1012.6666666666666,29.900000000000002,9.0,5.0,7.0,18.7,30.099999999999998
Cuba,America,NE,10.133333333333333,16.3,66.66666666666667,58.333333333333336,0.3666666666666667,0.013333333333333334,1013.0,29.909999999999997,9.0,5.0,6.666666666666667,19.233333333333334,30.966666666666665
Cuba,America,NNE,13.6,22.0,59.0,37.0,0.0,0.0,1013.0,29.91,8.0,4.0,7.0,15.4,24.8
Cuba,America,SSE,9.4,15.1,100.0,75.0,0.0,0.0,1007.0,29.74,9.0,5.0,1.0,34.0,54.7
Cuba,America,SSW,9.4,15.1,100.0,75.0,0.0,0.0,1010.0,29.83,8.0,4.0,1.0,28.0,45.0
Cuba,America,SW,7.4,11.85,73.0,50.0,0.0,0.0,1012.0,29.880000000000003,9.0,5.0,7.0,10.3,16.55
Cyprus,Asia,N,4.550000000000001,7.3999999999999995,59.0,12.5,0.0,0.0,1006.5,29.725,10.0,6.0,4.5,8.4,13.5
Cyprus,Asia,SW,4.3,6.8,73.0,25.0,0.0,0.0,1006.0,29.71,10.0,6.0,1.0,2.2,3.6
Cyprus,Asia,W,10.36,16.639999999999997,79.4,15.0,0.0,0.0,1010.2,29.830000000000002,10.0,6.0,1.0,11.180000000000001,18.0
Cyprus,Asia,WSW,5.6,9.0,73.0,12.5,0.0,0.0,1008.25,29.775000000000002,10.0,6.0,1.0,5.525,8.9
Czech Republic,Europe,E,6.9,11.2,68.0,0.0,0.0,0.0,1023.0,30.21,10.0,6.0,1.0,6.5,10.4
Czech Republic,Europe,ENE,4.3,6.8,64.0,0.0,0.0,0.0,1024.0,30.24,10.0,6.0,1.0,6.0,9.7
Czech Republic,Europe,NW,5.6,9.0,81.0,50.0,0.05,0.0,1017.5,30.049999999999997,10.0,6.0,2.0,6.45,10.45
Czech Republic,Europe,S,9.4,15.1,77.0,0.0,0.0,0.0,1015.0,29.97,10.0,6.0,1.0,14.1,22.7
Czech Republic,Europe,SSE,4.833333333333333,7.8,71.0,8.333333333333334,0.0,0.0,1024.0,30.24,10.0,6.0,1.0,5.733333333333333,9.233333333333333
Czech Republic,Europe,SSW,8.75,14.05,91.0,12.5,0.35,0.015,1013.0,29.915,10.0,6.0,1.0,11.2,18.0
Czech Republic,Europe,W,4.550000000000001,7.3999999999999995,91.0,87.5,0.5,0.02,1015.0,29.975,10.0,6.0,1.0,5.15,8.3
Democratic Republic of Congo,Africa,SW,5.6,9.0,50.0,60.0,0.0,0.0,1015.0,29.96,10.0,6.0,8.0,6.5,10.4
Democratic Republic of Congo,Africa,W,6.74,10.78,68.0,18.2,0.0,0.0,1014.2,29.95,8.8,4.8,1.0,11.239999999999998,18.080000000000002
Democratic Republic of Congo,Africa,WNW,5.6,9.0,70.0,75.0,1.2,0.05,1015.0,29.97,8.0,4.0,1.0,7.6,12.2
Democratic Republic of Congo,Africa,WSW,5.0200000000000005,8.059999999999999,65.6,28.4,0.1,0.004,1012.8,29.908000000000005,9.0,5.0,1.0,8.08,13.02
Denmark,Europe,E,5.6,9.0,94.0,0.0,0.0,0.0,1025.0,30.27,10.0,6.0,1.0,13.0,20.9
Denmark,Europe,ESE,10.5,16.9,83.0,75.0,0.0,0.0,1027.0,30.33,10.0,6.0,1.0,17.9,28.8
Denmark,Europe,N,3.25,5.2,83.0,0.0,0.0,0.0,1016.5,30.015,10.0,6.0,3.0,3.7,5.9
Denmark,Europe,SE,10.5,16.9,83.0,0.0,0.0,0.0,1020.0,30.12,10.0,6.0,1.0,19.2,31.0
Denmark,Europe,SSE,2.5,4.0,88.0,0.0,0.0,0.0,1005.0,29.68,10.0,6.0,1.0,15.7,25.2
Denmark,Europe,SW,4.3,6.8,94.0,75.0,2.1,0.08,1007.0,29.74,10.0,6.0,1.0,12.1,19.4
Denmark,Europe,W,6.7,10.799999999999999,84.33333333333333,25.0,0.0,0.0,1020.0,30.12,10.0,6.0,1.0,15.766666666666666,25.3
Denmark,Europe,WNW,3.8,6.1,82.0,75.0,0.0,0.0,1007.0,29.74,10.0,6.0,1.0,4.5,7.2
Denmark,Europe,WSW,11.9,19.1,88.0,50.0,0.0,0.0,1025.0,30.27,10.0,6.0,1.0,16.6,26.6
Djibouti,Africa,E,2.2,3.6,60.0,10.0,0.0,0.0,1004.0,29.63,10.0,6.0,1.0,3.8,6.1
Djibouti,Africa,NNW,5.6,9.0,56.0,50.0,0.1,0.005,1004.0,29.65,10.0,6.0,4.0,14.95,24.15
Djibouti,Africa,NW,5.15,8.3,62.0,5.0,0.0,0.0,1005.0,29.67,10.0,6.0,1.0,9.25,14.9
Djibouti,Africa,SE,8.0,12.833333333333334,62.333333333333336,26.0,0.0,0.0,1004.3333333333334,29.66333333333333,9.666666666666666,5.666666666666667,1.0,16.566666666666666,26.633333333333336
Djibouti,Africa,SW,3.1500000000000004,5.05,56.0,4.0,0.0,0.0,1003.5,29.64,10.0,6.0,1.0,6.300000000000001,10.05
Djibouti,Africa,WSW,7.050000000000001,11.35,43.0,15.5,0.0,0.0,1003.5,29.634999999999998,9.0,5.0,5.0,16.1,25.9
Dominica,America,E,7.25,11.700000000000001,84.0,66.75,0.42500000000000004,0.015,1015.0,29.967499999999998,10.0,6.0,1.0,15.875000000000002,25.55
Dominica,America,ENE,2.2,3.6,79.0,75.0,0.0,0.0,1012.0,29.88,10.0,6.0,1.0,8.9,14.4
Dominica,America,ESE,8.1,13.0,84.0,75.0,0.0,0.0,1014.0,29.94,10.0,6.0,1.0,15.4,24.8
Dominica,America,N,2.2,3.6,89.0,37.0,0.0,0.0,1011.0,29.85,10.0,6.0,7.0,3.1,5.0
Dominica,America,SE,4.949999999999999,7.9,81.5,50.0,0.15000000000000002,0.005,1013.0,29.91,10.0,6.0,1.0,14.399999999999999,23.25
Dominica,America,WNW,3.15,5.05,97.0,62.5,0.05,0.0,1015.0,29.97,10.0,6.0,1.0,16.9,27.15
Dominica,America,WSW,2.5,4.0,89.0,25.0,0.2,0.01,1014.0,29.94,10.0,6.0,1.0,15.2,24.5
Dominican Republic,America,E,4.3,6.8,86.5,62.5,0.0,0.0,1011.5,29.865000000000002,10.0,6.0,4.5,8.05,12.95
Dominican Republic,America,ESE,4.3,6.8,89.0,37.5,0.0,0.0,1014.0,29.939999999999998,10.0,6.0,1.0,7.5,12.05
Dominican Republic,America,N,2.2,3.6,97.0,62.5,0.0,0.0,1014.5,29.955,10.0,6.0,1.0,5.85,9.4
Dominican Republic,America,SE,5.925000000000001,9.55,83.25,50.0,0.0,0.0,1012.75,29.902500000000003,10.0,6.0,1.0,7.449999999999999,11.975000000000001
Dominican Republic,America,SSE,4.3,6.8,79.0,37.5,0.0,0.0,1013.0,29.91,10.0,6.0,1.0,8.75,14.05
Ecuador,America,E,5.4,8.6,45.0,79.0,0.1,0.0,1013.0,29.91,10.0,6.0,4.0,6.7,10.8
Ecuador,America,ESE,5.3,8.45,53.5,4.0,0.0,0.0,1016.5,30.005,10.0,6.0,3.0,7.2,11.5
Ecuador,America,N,3.65,5.95,67.0,84.5,1.1,0.04,1013.0,29.91,9.5,5.5,3.5,4.7,7.550000000000001
Ecuador,America,NNE,3.1,5.0,70.0,83.0,0.3,0.01,1014.0,29.93,9.0,5.0,3.0,4.3,6.8
Ecuador,America,NNW,2.7,4.3,73.0,86.0,0.9,0.04,1014.0,29.94,10.0,6.0,3.0,4.7,7.6
Ecuador,America,NW,5.1,8.3,66.0,81.0,0.1,0.0,1013.0,29.91,10.0,6.0,3.0,6.9,11.2
Ecuador,America,SE,4.3,6.8,62.0,6.0,0.0,0.0,1020.0,30.11,10.0,6.0,1.0,7.2,11.5
Ecuador,America,SW,6.5,10.4,88.0,83.0,2.9,0.11,1015.0,29.98,7.0,4.0,3.0,12.3,19.8
Ecuador,America,WNW,4.5,7.2,68.0,70.0,0.4,0.02,1011.0,29.86,10.0,6.0,4.0,6.3,10.1
Ecuador,America,WSW,4.0,6.5,88.0,50.0,1.9,0.07,1014.0,29.95,10.0,6.0,3.0,7.6,12.2
Egypt,Africa,E,7.15,11.5,52.5,0.0,0.0,0.0,1009.5,29.814999999999998,8.0,4.5,1.0,7.6000000000000005,12.2
Egypt,Africa,ENE,5.433333333333333,8.766666666666666,55.666666666666664,0.0,0.0,0.0,1009.3333333333334,29.80666666666667,8.666666666666666,5.0,1.0,16.633333333333333,26.766666666666666
Egypt,Africa,N,5.0,8.033333333333333,64.66666666666667,16.666666666666668,0.0,0.0,1010.0,29.826666666666668,10.0,6.0,1.0,11.566666666666668,18.599999999999998
Egypt,Africa,NE,3.8,6.1,46.0,0.0,0.0,0.0,1011.0,29.85,10.0,6.0,1.0,10.3,16.6
Egypt,Africa,NNE,10.5,16.9,70.0,0.0,0.0,0.0,1014.0,29.94,10.0,6.0,1.0,14.3,23.0
Egypt,Africa,NNW,5.6,9.0,70.0,0.0,0.0,0.0,1012.0,29.88,6.0,3.0,1.0,13.4,21.6
Egypt,Africa,NW,11.9,19.1,46.0,50.0,0.0,0.0,1008.0,29.77,10.0,6.0,1.0,9.4,15.1
El Salvador,America,ESE,5.6,9.0,74.0,25.0,0.2,0.01,1014.0,29.93,10.0,6.0,6.0,4.0,6.5
El Salvador,America,N,4.3,6.8,66.0,25.0,0.2,0.01,1012.0,29.88,10.0,6.0,6.0,6.5,10.4
El Salvador,America,NE,4.3,6.8,94.0,50.0,0.0,0.0,1010.0,29.82,10.0,6.0,1.0,1.6,2.5
El Salvador,America,S,8.9,14.299999999999999,77.66666666666667,41.666666666666664,0.39999999999999997,0.016666666666666666,1012.0,29.876666666666665,10.0,6.0,6.0,5.3,8.5
El Salvador,America,SSE,9.4,15.1,74.0,75.0,0.1,0.0,1013.0,29.9,10.0,6.0,6.0,5.6,9.0
El Salvador,America,SSW,4.3,6.8,89.0,25.0,0.3,0.01,1013.0,29.92,10.0,6.0,6.0,5.1,8.3
El Salvador,America,SW,4.033333333333333,6.466666666666666,81.33333333333333,25.0,0.39999999999999997,0.016666666666666666,1009.0,29.790000000000003,10.0,6.0,4.333333333333333,4.466666666666667,7.166666666666667
El Salvador,America,WSW,2.5,4.0,52.0,25.0,0.1,0.0,1013.0,29.9,10.0,6.0,6.0,1.1,1.8
Equatorial Guinea,Africa,SW,7.4,11.9,90.0,51.0,3.7,0.15,1013.0,29.92,7.0,4.0,1.0,12.5,20.2
Equatorial Guinea,Africa,W,5.533333333333334,8.866666666666665,93.66666666666667,79.0,1.4666666666666668,0.06,1015.3333333333334,29.983333333333334,8.666666666666666,4.666666666666667,2.6666666666666665,9.466666666666667,15.266666666666666
Equatorial Guinea,Africa,WNW,6.7,10.8,91.0,64.0,3.3,0.13,1014.0,29.93,7.0,4.0,1.0,10.1,16.2
Equatorial Guinea,Africa,WSW,6.471428571428571,10.442857142857141,89.0,57.57142857142857,1.2714285714285716,0.05,1014.0,29.947142857142858,9.428571428571429,5.571428571428571,1.0,9.5,15.285714285714286
Eritrea,Africa,E,2.2,3.6,65.0,3.0,0.0,0.0,1011.0,29.85,10.0,6.0,1.0,1.3,2.2
Eritrea,Africa,ENE,2.2,3.6,74.0,77.0,0.1,0.0,1014.0,29.95,10.0,6.0,1.0,0.9,1.4
Eritrea,Africa,N,3.1,5.05,64.5,17.5,0.0,0.0,1011.5,29.865000000000002,9.5,5.5,1.0,4.9,7.949999999999999
Eritrea,Africa,NE,10.7,17.3,34.0,87.0,0.1,0.0,1012.0,29.87,10.0,6.0,6.0,16.3,26.3
Eritrea,Africa,NNE,3.4,5.4,52.0,2.0,0.0,0.0,1011.0,29.84,10.0,6.0,1.0,6.9,11.2
Eritrea,Africa,S,2.2,3.6,62.0,5.0,0.0,0.0,1013.0,29.91,10.0,6.0,1.0,1.8,2.9
Eritrea,Africa,SSW,2.2,3.6,60.0,10.0,0.0,0.0,1012.0,29.89,10.0,6.0,1.0,2.5,4.0
Eritrea,Africa,SW,4.0,6.5,65.0,74.0,0.1,0.0,1014.0,29.94,10.0,6.0,1.0,8.5,13.7
Eritrea,Africa,W,3.15,5.050000000000001,71.0,43.0,0.25,0.01,1014.0,29.950000000000003,10.0,6.0,1.0,6.45,10.45
Eritrea,Africa,WNW,4.7,7.6,66.0,5.0,0.0,0.0,1012.0,29.89,10.0,6.0,1.0,9.8,15.8
Estonia,Europe,E,4.7,7.6,97.0,30.0,0.0,0.0,1015.5,29.99,5.3,3.0,1.0,13.850000000000001,22.35
Estonia,Europe,ENE,6.9,11.2,94.0,25.0,0.1,0.0,1008.0,29.77,10.0,6.0,1.0,17.9,28.8
Estonia,Europe,NW,5.15,8.3,72.0,12.5,0.0,0.0,1022.0,30.18,10.0,6.0,1.0,14.45,23.2
Estonia,Europe,S,4.3,6.8,100.0,75.0,0.0,0.0,1002.0,29.59,10.0,6.0,1.0,8.7,14.0
Estonia,Europe,SSE,4.3,6.8,100.0,60.0,0.0,0.0,1005.0,29.68,0.2,0.0,1.0,6.9,11.2
Estonia,Europe,SSW,9.766666666666666,15.700000000000001,87.0,50.0,0.0,0.0,1014.6666666666666,29.963333333333335,10.0,6.0,2.3333333333333335,16.266666666666666,26.166666666666668
Estonia,Europe,SW,4.05,6.449999999999999,94.0,12.5,0.0,0.0,1022.0,30.18,10.0,6.0,1.0,15.1,24.299999999999997
Ethiopia,Africa,N,4.3,6.8,94.0,75.0,0.0,0.0,1026.0,30.3,10.0,6.0,1.0,4.7,7.6
Ethiopia,Africa,NNE,3.8499999999999996,6.1,74.0,30.0,0.0,0.0,1020.0,30.119999999999997,10.0,6.0,1.0,7.25,11.7
Ethiopia,Africa,NNW,2.9,4.666666666666667,84.0,53.333333333333336,0.06666666666666667,0.0,1019.3333333333334,30.103333333333335,10.0,6.0,1.0,6.333333333333333,10.200000000000001
Ethiopia,Africa,S,8.1,13.0,83.0,50.0,2.7,0.11,1027.0,30.33,10.0,6.0,3.0,2.7,4.3
Ethiopia,Africa,SSW,6.9,11.2,88.0,50.0,0.2,0.01,1025.0,30.27,10.0,6.0,1.0,1.6,2.5
Ethiopia,Africa,W,4.05,6.5,91.0,50.0,0.05,0.0,1026.5,30.314999999999998,10.0,6.0,1.0,4.1,6.65
Ethiopia,Africa,WNW,5.6,9.0,94.0,37.0,0.2,0.01,1026.0,30.3,10.0,6.0,1.0,4.3,6.8
Ethiopia,Africa,WSW,9.4,15.1,100.0,75.0,0.0,0.0,1026.0,30.3,7.0,4.0,1.0,2.9,4.7
Fiji Islands,Pacific,E,12.5,20.2,79.0,75.0,0.0,0.0,1016.0,30.0,10.0,6.0,5.0,14.1,22.7
Fiji Islands,Pacific,ESE,11.571428571428571,18.628571428571426,71.14285714285714,58.857142857142854,0.09999999999999999,0.002857142857142857,1016.2857142857143,30.00857142857143,10.0,6.0,4.857142857142857,16.057142857142857,25.814285714285717
Fiji Islands,Pacific,NE,13.6,22.0,70.0,75.0,0.0,0.0,1015.0,29.97,10.0,6.0,7.0,12.3,19.8
Fiji Islands,Pacific,SE,8.1,13.0,70.0,37.5,0.0,0.0,1017.5,30.045,10.0,6.0,6.0,10.85,17.450000000000003
Fiji Islands,Pacific,SSE,9.4,15.1,79.0,75.0,0.1,0.0,1018.0,30.06,10.0,6.0,6.0,13.4,21.6
